,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
41,12403970,48453,APOLLOTYRE24MAYFUT,APOLLOTYRE,0.0,2024-05-30,0.0,0.05,1700,FUT,NFO-FUT,NFO
42,13383938,52281,ASHOKLEY24APRFUT,ASHOKLEY,0.0,2024-04-25,0.0,0.05,5000,FUT,NFO-FUT,NFO
43,9932802,38800,ASHOKLEY24MARFUT,ASHOKLEY,0.0,2024-03-28,0.0,0.05,5000,FUT,NFO-FUT,NFO
44,12404738,48456,ASHOKLEY24MAYFUT,ASHOKLEY,0.0,2024-05-30,0.0,0.05,5000,FUT,NFO-FUT,NFO
45,13384194,52282,ASIANPAINT24APRFUT,ASIANPAINT,0.0,2024-04-25,0.0,0.05,200,FUT,NFO-FUT,NFO
46,9933058,38801,ASIANPAINT24MARFUT,ASIANPAINT,0.0,2024-03-28,0.0,0.05,200,FUT,NFO-FUT,NFO
47,12404994,48457,ASIANPAINT24MAYFUT,ASIANPAINT,0.0,2024-05-30,0.0,0.05,200,FUT,NFO-FUT,NFO
48,13384450,52283,ASTRAL24APRFUT,ASTRAL,0.0,2024-04-25,0.0,0.05,367,FUT,NFO-FUT,NFO
49,9936386,38814,ASTRAL24MARFUT,ASTRAL,0.0,2024-03-28,0.0,0.05,367,FUT,NFO-FUT,NFO
50,12405250,48458,ASTRAL24MAYFUT,ASTRAL,0.0,2024-05-30,0.0,0.05,367,FUT,NFO-FUT,NFO
51,13384706,52284,ATUL24APRFUT,ATUL,0.0,2024-04-25,0.0,0.05,75,FUT,NFO-FUT,NFO
52,9936642,38815,ATUL24MARFUT,ATUL,0.0,2024-03-28,0.0,0.05,75,FUT,NFO-FUT,NFO
53,13036802,50925,ATUL24MAYFUT,ATUL,0.0,2024-05-30,0.0,0.05,75,FUT,NFO-FUT,NFO
54,13384962,52285,AUBANK24APRFUT,AUBANK,0.0,2024-04-25,0.0,0.05,1000,FUT,NFO-FUT,NFO
55,9938434,38822,AUBANK24MARFUT,AUBANK,0.0,2024-03-28,0.0,0.05,1000,FUT,NFO-FUT,NFO
56,13037058,50926,AUBANK24MAYFUT,AUBANK,0.0,2024-05-30,0.0,0.05,1000,FUT,NFO-FUT,NFO
57,13385218,52286,AUROPHARMA24APRFUT,AUROPHARMA,0.0,2024-04-25,0.0,0.05,1100,FUT,NFO-FUT,NFO
58,9938690,38823,AUROPHARMA24MARFUT,AUROPHARMA,0.0,2024-03-28,0.0,0.05,1100,FUT,NFO-FUT,NFO
59,13037314,50927,AUROPHARMA24MAYFUT,AUROPHARMA,0.0,2024-05-30,0.0,0.05,1100,FUT,NFO-FUT,NFO
60,13385474,52287,AXISBANK24APRFUT,AXISBANK,0.0,2024-04-25,0.0,0.05,625,FUT,NFO-FUT,NFO
61,9938946,38824,AXISBANK24MARFUT,AXISBANK,0.0,2024-03-28,0.0,0.05,625,FUT,NFO-FUT,NFO
62,13037570,50928,AXISBANK24MAYFUT,AXISBANK,0.0,2024-05-30,0.0,0.05,625,FUT,NFO-FUT,NFO
63,13385730,52288,BAJAJ-AUTO24APRFUT,BAJAJ-AUTO,0.0,2024-04-25,0.0,0.05,125,FUT,NFO-FUT,NFO
64,9939202,38825,BAJAJ-AUTO24MARFUT,BAJAJ-AUTO,0.0,2024-03-28,0.0,0.05,125,FUT,NFO-FUT,NFO
65,13037826,50929,BAJAJ-AUTO24MAYFUT,BAJAJ-AUTO,0.0,2024-05-30,0.0,0.05,125,FUT,NFO-FUT,NFO
66,13386498,52291,BAJAJFINSV24APRFUT,BAJAJFINSV,0.0,2024-04-25,0.0,0.05,500,FUT,NFO-FUT,NFO
67,10352642,40440,BAJAJFINSV24MARFUT,BAJAJFINSV,0.0,2024-03-28,0.0,0.05,500,FUT,NFO-FUT,NFO
68,13038082,50930,BAJAJFINSV24MAYFUT,BAJAJFINSV,0.0,2024-05-30,0.0,0.05,500,FUT,NFO-FUT,NFO
69,13387010,52293,BAJFINANCE24APRFUT,BAJFINANCE,0.0,2024-04-25,0.0,0.05,125,FUT,NFO-FUT,NFO
70,10352898,40441,BAJFINANCE24MARFUT,BAJFINANCE,0.0,2024-03-28,0.0,0.05,125,FUT,NFO-FUT,NFO
71,13038338,50931,BAJFINANCE24MAYFUT,BAJFINANCE,0.0,2024-05-30,0.0,0.05,125,FUT,NFO-FUT,NFO
72,13387266,52294,BALKRISIND24APRFUT,BALKRISIND,0.0,2024-04-25,0.0,0.05,300,FUT,NFO-FUT,NFO
73,10353154,40442,BALKRISIND24MARFUT,BALKRISIND,0.0,2024-03-28,0.0,0.05,300,FUT,NFO-FUT,NFO
74,13038594,50932,BALKRISIND24MAYFUT,BALKRISIND,0.0,2024-05-30,0.0,0.05,300,FUT,NFO-FUT,NFO
75,13388034,52297,BALRAMCHIN24APRFUT,BALRAMCHIN,0.0,2024-04-25,0.0,0.05,1600,FUT,NFO-FUT,NFO
76,10353410,40443,BALRAMCHIN24MARFUT,BALRAMCHIN,0.0,2024-03-28,0.0,0.05,1600,FUT,NFO-FUT,NFO
77,13038850,50933,BALRAMCHIN24MAYFUT,BALRAMCHIN,0.0,2024-05-30,0.0,0.05,1600,FUT,NFO-FUT,NFO
78,13388290,52298,BANDHANBNK24APRFUT,BANDHANBNK,0.0,2024-04-25,0.0,0.05,2500,FUT,NFO-FUT,NFO
79,10353666,40444,BANDHANBNK24MARFUT,BANDHANBNK,0.0,2024-03-28,0.0,0.05,2500,FUT,NFO-FUT,NFO
80,13039106,50934,BANDHANBNK24MAYFUT,BANDHANBNK,0.0,2024-05-30,0.0,0.05,2500,FUT,NFO-FUT,NFO
81,13388546,52299,BANKBARODA24APRFUT,BANKBARODA,0.0,2024-04-25,0.0,0.05,2925,FUT,NFO-FUT,NFO
82,10353922,40445,BANKBARODA24MARFUT,BANKBARODA,0.0,2024-03-28,0.0,0.05,2925,FUT,NFO-FUT,NFO
83,13039362,50935,BANKBARODA24MAYFUT,BANKBARODA,0.0,2024-05-30,0.0,0.05,2925,FUT,NFO-FUT,NFO
84,13388802,52300,BATAINDIA24APRFUT,BATAINDIA,0.0,2024-04-25,0.0,0.05,375,FUT,NFO-FUT,NFO
85,10985218,42911,BATAINDIA24MARFUT,BATAINDIA,0.0,2024-03-28,0.0,0.05,375,FUT,NFO-FUT,NFO
86,13039618,50936,BATAINDIA24MAYFUT,BATAINDIA,0.0,2024-05-30,0.0,0.05,375,FUT,NFO-FUT,NFO
87,13389058,52301,BEL24APRFUT,BEL,0.0,2024-04-25,0.0,0.05,5700,FUT,NFO-FUT,NFO
88,10985474,42912,BEL24MARFUT,BEL,0.0,2024-03-28,0.0,0.05,5700,FUT,NFO-FUT,NFO
89,13039874,50937,BEL24MAYFUT,BEL,0.0,2024-05-30,0.0,0.05,5700,FUT,NFO-FUT,NFO
90,13389314,52302,BERGEPAINT24APRFUT,BERGEPAINT,0.0,2024-04-25,0.0,0.05,1320,FUT,NFO-FUT,NFO
91,10985730,42913,BERGEPAINT24MARFUT,BERGEPAINT,0.0,2024-03-28,0.0,0.05,1320,FUT,NFO-FUT,NFO
92,13040130,50938,BERGEPAINT24MAYFUT,BERGEPAINT,0.0,2024-05-30,0.0,0.05,1320,FUT,NFO-FUT,NFO
93,13389826,52304,BHARATFORG24APRFUT,BHARATFORG,0.0,2024-04-25,0.0,0.05,500,FUT,NFO-FUT,NFO
94,10986242,42915,BHARATFORG24MARFUT,BHARATFORG,0.0,2024-03-28,0.0,0.05,500,FUT,NFO-FUT,NFO
95,13040386,50939,BHARATFORG24MAYFUT,BHARATFORG,0.0,2024-05-30,0.0,0.05,500,FUT,NFO-FUT,NFO
96,13390082,52305,BHARTIARTL24APRFUT,BHARTIARTL,0.0,2024-04-25,0.0,0.05,950,FUT,NFO-FUT,NFO
97,10986498,42916,BHARTIARTL24MARFUT,BHARTIARTL,0.0,2024-03-28,0.0,0.05,950,FUT,NFO-FUT,NFO
98,13040898,50941,BHARTIARTL24MAYFUT,BHARTIARTL,0.0,2024-05-30,0.0,0.05,950,FUT,NFO-FUT,NFO
99,13391618,52311,BHEL24APRFUT,BHEL,0.0,2024-04-25,0.0,0.05,5250,FUT,NFO-FUT,NFO
100,10988802,42925,BHEL24MARFUT,BHEL,0.0,2024-03-28,0.0,0.05,5250,FUT,NFO-FUT,NFO
101,13041154,50942,BHEL24MAYFUT,BHEL,0.0,2024-05-30,0.0,0.05,5250,FUT,NFO-FUT,NFO
102,13391874,52312,BIOCON24APRFUT,BIOCON,0.0,2024-04-25,0.0,0.05,2500,FUT,NFO-FUT,NFO
103,11314178,44196,BIOCON24MARFUT,BIOCON,0.0,2024-03-28,0.0,0.05,2500,FUT,NFO-FUT,NFO
104,13041410,50943,BIOCON24MAYFUT,BIOCON,0.0,2024-05-30,0.0,0.05,2500,FUT,NFO-FUT,NFO
105,13392130,52313,BOSCHLTD24APRFUT,BOSCHLTD,0.0,2024-04-25,0.0,0.05,50,FUT,NFO-FUT,NFO
106,11314434,44197,BOSCHLTD24MARFUT,BOSCHLTD,0.0,2024-03-28,0.0,0.05,50,FUT,NFO-FUT,NFO
107,13041666,50944,BOSCHLTD24MAYFUT,BOSCHLTD,0.0,2024-05-30,0.0,0.05,50,FUT,NFO-FUT,NFO
108,13392386,52314,BPCL24APRFUT,BPCL,0.0,2024-04-25,0.0,0.05,1800,FUT,NFO-FUT,NFO
109,11314946,44199,BPCL24MARFUT,BPCL,0.0,2024-03-28,0.0,0.05,1800,FUT,NFO-FUT,NFO
110,13041922,50945,BPCL24MAYFUT,BPCL,0.0,2024-05-30,0.0,0.05,1800,FUT,NFO-FUT,NFO
111,13392898,52316,BRITANNIA24APRFUT,BRITANNIA,0.0,2024-04-25,0.0,0.05,200,FUT,NFO-FUT,NFO
112,11315202,44200,BRITANNIA24MARFUT,BRITANNIA,0.0,2024-03-28,0.0,0.05,200,FUT,NFO-FUT,NFO
113,13042178,50946,BRITANNIA24MAYFUT,BRITANNIA,0.0,2024-05-30,0.0,0.05,200,FUT,NFO-FUT,NFO
114,13393154,52317,BSOFT24APRFUT,BSOFT,0.0,2024-04-25,0.0,0.05,1000,FUT,NFO-FUT,NFO
115,11643138,45481,BSOFT24MARFUT,BSOFT,0.0,2024-03-28,0.0,0.05,1000,FUT,NFO-FUT,NFO
116,13042434,50947,BSOFT24MAYFUT,BSOFT,0.0,2024-05-30,0.0,0.05,1000,FUT,NFO-FUT,NFO
117,13393410,52318,CANBK24APRFUT,CANBK,0.0,2024-04-25,0.0,0.05,2700,FUT,NFO-FUT,NFO
118,11643394,45482,CANBK24MARFUT,CANBK,0.0,2024-03-28,0.0,0.05,2700,FUT,NFO-FUT,NFO
119,13042690,50948,CANBK24MAYFUT,CANBK,0.0,2024-05-30,0.0,0.05,2700,FUT,NFO-FUT,NFO
120,13393666,52319,CANFINHOME24APRFUT,CANFINHOME,0.0,2024-04-25,0.0,0.05,975,FUT,NFO-FUT,NFO
121,11643650,45483,CANFINHOME24MARFUT,CANFINHOME,0.0,2024-03-28,0.0,0.05,975,FUT,NFO-FUT,NFO
122,13042946,50949,CANFINHOME24MAYFUT,CANFINHOME,0.0,2024-05-30,0.0,0.05,975,FUT,NFO-FUT,NFO
123,13393922,52320,CHAMBLFERT24APRFUT,CHAMBLFERT,0.0,2024-04-25,0.0,0.05,1900,FUT,NFO-FUT,NFO
124,11644418,45486,CHAMBLFERT24MARFUT,CHAMBLFERT,0.0,2024-03-28,0.0,0.05,1900,FUT,NFO-FUT,NFO
125,13043202,50950,CHAMBLFERT24MAYFUT,CHAMBLFERT,0.0,2024-05-30,0.0,0.05,1900,FUT,NFO-FUT,NFO
126,13394178,52321,CHOLAFIN24APRFUT,CHOLAFIN,0.0,2024-04-25,0.0,0.05,625,FUT,NFO-FUT,NFO
127,11784450,46033,CHOLAFIN24MARFUT,CHOLAFIN,0.0,2024-03-28,0.0,0.05,625,FUT,NFO-FUT,NFO
128,13043458,50951,CHOLAFIN24MAYFUT,CHOLAFIN,0.0,2024-05-30,0.0,0.05,625,FUT,NFO-FUT,NFO
129,13394434,52322,CIPLA24APRFUT,CIPLA,0.0,2024-04-25,0.0,0.05,650,FUT,NFO-FUT,NFO
130,11784706,46034,CIPLA24MARFUT,CIPLA,0.0,2024-03-28,0.0,0.05,650,FUT,NFO-FUT,NFO
131,13043714,50952,CIPLA24MAYFUT,CIPLA,0.0,2024-05-30,0.0,0.05,650,FUT,NFO-FUT,NFO
132,13394690,52323,COALINDIA24APRFUT,COALINDIA,0.0,2024-04-25,0.0,0.05,2100,FUT,NFO-FUT,NFO
133,12290050,48008,COALINDIA24MARFUT,COALINDIA,0.0,2024-03-28,0.0,0.05,2100,FUT,NFO-FUT,NFO
134,13043970,50953,COALINDIA24MAYFUT,COALINDIA,0.0,2024-05-30,0.0,0.05,2100,FUT,NFO-FUT,NFO
135,13394946,52324,COFORGE24APRFUT,COFORGE,0.0,2024-04-25,0.0,0.05,150,FUT,NFO-FUT,NFO
136,12290818,48011,COFORGE24MARFUT,COFORGE,0.0,2024-03-28,0.0,0.05,150,FUT,NFO-FUT,NFO
137,13044226,50954,COFORGE24MAYFUT,COFORGE,0.0,2024-05-30,0.0,0.05,150,FUT,NFO-FUT,NFO
138,13395202,52325,COLPAL24APRFUT,COLPAL,0.0,2024-04-25,0.0,0.05,350,FUT,NFO-FUT,NFO
139,12291074,48012,COLPAL24MARFUT,COLPAL,0.0,2024-03-28,0.0,0.05,350,FUT,NFO-FUT,NFO
140,13044482,50955,COLPAL24MAYFUT,COLPAL,0.0,2024-05-30,0.0,0.05,350,FUT,NFO-FUT,NFO
141,13395458,52326,CONCOR24APRFUT,CONCOR,0.0,2024-04-25,0.0,0.05,1000,FUT,NFO-FUT,NFO
142,12291330,48013,CONCOR24MARFUT,CONCOR,0.0,2024-03-28,0.0,0.05,1000,FUT,NFO-FUT,NFO
143,13045506,50959,CONCOR24MAYFUT,CONCOR,0.0,2024-05-30,0.0,0.05,1000,FUT,NFO-FUT,NFO
144,13395714,52327,COROMANDEL24APRFUT,COROMANDEL,0.0,2024-04-25,0.0,0.05,700,FUT,NFO-FUT,NFO
145,12291842,48015,COROMANDEL24MARFUT,COROMANDEL,0.0,2024-03-28,0.0,0.05,700,FUT,NFO-FUT,NFO
146,13047810,50968,COROMANDEL24MAYFUT,COROMANDEL,0.0,2024-05-30,0.0,0.05,700,FUT,NFO-FUT,NFO
147,13395970,52328,CROMPTON24APRFUT,CROMPTON,0.0,2024-04-25,0.0,0.05,1800,FUT,NFO-FUT,NFO
148,12292098,48016,CROMPTON24MARFUT,CROMPTON,0.0,2024-03-28,0.0,0.05,1800,FUT,NFO-FUT,NFO
149,13049346,50974,CROMPTON24MAYFUT,CROMPTON,0.0,2024-05-30,0.0,0.05,1800,FUT,NFO-FUT,NFO
150,13396226,52329,CUB24APRFUT,CUB,0.0,2024-04-25,0.0,0.05,5000,FUT,NFO-FUT,NFO
151,12294658,48026,CUB24MARFUT,CUB,0.0,2024-03-28,0.0,0.05,5000,FUT,NFO-FUT,NFO
152,13049602,50975,CUB24MAYFUT,CUB,0.0,2024-05-30,0.0,0.05,5000,FUT,NFO-FUT,NFO
153,13396482,52330,CUMMINSIND24APRFUT,CUMMINSIND,0.0,2024-04-25,0.0,0.05,300,FUT,NFO-FUT,NFO
154,12295170,48028,CUMMINSIND24MARFUT,CUMMINSIND,0.0,2024-03-28,0.0,0.05,300,FUT,NFO-FUT,NFO
155,13050114,50977,CUMMINSIND24MAYFUT,CUMMINSIND,0.0,2024-05-30,0.0,0.05,300,FUT,NFO-FUT,NFO
156,13396738,52331,DABUR24APRFUT,DABUR,0.0,2024-04-25,0.0,0.05,1250,FUT,NFO-FUT,NFO
157,12994562,50760,DABUR24MARFUT,DABUR,0.0,2024-03-28,0.0,0.05,1250,FUT,NFO-FUT,NFO
158,13050882,50980,DABUR24MAYFUT,DABUR,0.0,2024-05-30,0.0,0.05,1250,FUT,NFO-FUT,NFO
159,13396994,52332,DALBHARAT24APRFUT,DALBHARAT,0.0,2024-04-25,0.0,0.05,250,FUT,NFO-FUT,NFO
160,12994818,50761,DALBHARAT24MARFUT,DALBHARAT,0.0,2024-03-28,0.0,0.05,250,FUT,NFO-FUT,NFO
161,13051394,50982,DALBHARAT24MAYFUT,DALBHARAT,0.0,2024-05-30,0.0,0.05,250,FUT,NFO-FUT,NFO
162,13397250,52333,DEEPAKNTR24APRFUT,DEEPAKNTR,0.0,2024-04-25,0.0,0.05,300,FUT,NFO-FUT,NFO
163,12995074,50762,DEEPAKNTR24MARFUT,DEEPAKNTR,0.0,2024-03-28,0.0,0.05,300,FUT,NFO-FUT,NFO
164,13051650,50983,DEEPAKNTR24MAYFUT,DEEPAKNTR,0.0,2024-05-30,0.0,0.05,300,FUT,NFO-FUT,NFO
165,13397506,52334,DIVISLAB24APRFUT,DIVISLAB,0.0,2024-04-25,0.0,0.05,200,FUT,NFO-FUT,NFO
166,12995330,50763,DIVISLAB24MARFUT,DIVISLAB,0.0,2024-03-28,0.0,0.05,200,FUT,NFO-FUT,NFO
167,13052162,50985,DIVISLAB24MAYFUT,DIVISLAB,0.0,2024-05-30,0.0,0.05,200,FUT,NFO-FUT,NFO
168,13397762,52335,DIXON24APRFUT,DIXON,0.0,2024-04-25,0.0,0.05,100,FUT,NFO-FUT,NFO
169,12995586,50764,DIXON24MARFUT,DIXON,0.0,2024-03-28,0.0,0.05,100,FUT,NFO-FUT,NFO
170,13052418,50986,DIXON24MAYFUT,DIXON,0.0,2024-05-30,0.0,0.05,100,FUT,NFO-FUT,NFO
171,13398018,52336,DLF24APRFUT,DLF,0.0,2024-04-25,0.0,0.05,1650,FUT,NFO-FUT,NFO
172,12995842,50765,DLF24MARFUT,DLF,0.0,2024-03-28,0.0,0.05,1650,FUT,NFO-FUT,NFO
173,13052674,50987,DLF24MAYFUT,DLF,0.0,2024-05-30,0.0,0.05,1650,FUT,NFO-FUT,NFO
174,13398274,52337,DRREDDY24APRFUT,DRREDDY,0.0,2024-04-25,0.0,0.05,125,FUT,NFO-FUT,NFO
175,12996098,50766,DRREDDY24MARFUT,DRREDDY,0.0,2024-03-28,0.0,0.05,125,FUT,NFO-FUT,NFO
176,13052930,50988,DRREDDY24MAYFUT,DRREDDY,0.0,2024-05-30,0.0,0.05,125,FUT,NFO-FUT,NFO
177,13398530,52338,EICHERMOT24APRFUT,EICHERMOT,0.0,2024-04-25,0.0,0.05,175,FUT,NFO-FUT,NFO
178,12996354,50767,EICHERMOT24MARFUT,EICHERMOT,0.0,2024-03-28,0.0,0.05,175,FUT,NFO-FUT,NFO
179,13053186,50989,EICHERMOT24MAYFUT,EICHERMOT,0.0,2024-05-30,0.0,0.05,175,FUT,NFO-FUT,NFO
180,13398786,52339,ESCORTS24APRFUT,ESCORTS,0.0,2024-04-25,0.0,0.05,275,FUT,NFO-FUT,NFO
181,12996610,50768,ESCORTS24MARFUT,ESCORTS,0.0,2024-03-28,0.0,0.05,275,FUT,NFO-FUT,NFO
182,13053442,50990,ESCORTS24MAYFUT,ESCORTS,0.0,2024-05-30,0.0,0.05,275,FUT,NFO-FUT,NFO
183,13399042,52340,EXIDEIND24APRFUT,EXIDEIND,0.0,2024-04-25,0.0,0.05,3600,FUT,NFO-FUT,NFO
184,12996866,50769,EXIDEIND24MARFUT,EXIDEIND,0.0,2024-03-28,0.0,0.05,3600,FUT,NFO-FUT,NFO
185,13053698,50991,EXIDEIND24MAYFUT,EXIDEIND,0.0,2024-05-30,0.0,0.05,3600,FUT,NFO-FUT,NFO
186,13399298,52341,FEDERALBNK24APRFUT,FEDERALBNK,0.0,2024-04-25,0.0,0.05,5000,FUT,NFO-FUT,NFO
187,12997634,50772,FEDERALBNK24MARFUT,FEDERALBNK,0.0,2024-03-28,0.0,0.05,5000,FUT,NFO-FUT,NFO
188,13053954,50992,FEDERALBNK24MAYFUT,FEDERALBNK,0.0,2024-05-30,0.0,0.05,5000,FUT,NFO-FUT,NFO
189,8973058,35051,FINNIFTY24APRFUT,FINNIFTY,0.0,2024-04-30,0.0,0.05,40,FUT,NFO-FUT,NFO
190,8998914,35152,FINNIFTY24JUNFUT,FINNIFTY,0.0,2024-06-25,0.0,0.05,40,FUT,NFO-FUT,NFO
191,8982786,35089,FINNIFTY24MAYFUT,FINNIFTY,0.0,2024-05-28,0.0,0.05,40,FUT,NFO-FUT,NFO
192,13399554,52342,GAIL24APRFUT,GAIL,0.0,2024-04-25,0.0,0.05,4575,FUT,NFO-FUT,NFO
193,12998146,50774,GAIL24MARFUT,GAIL,0.0,2024-03-28,0.0,0.05,4575,FUT,NFO-FUT,NFO
194,13054210,50993,GAIL24MAYFUT,GAIL,0.0,2024-05-30,0.0,0.05,4575,FUT,NFO-FUT,NFO
195,13399810,52343,GLENMARK24APRFUT,GLENMARK,0.0,2024-04-25,0.0,0.05,725,FUT,NFO-FUT,NFO
196,13336834,52097,GLENMARK24MARFUT,GLENMARK,0.0,2024-03-28,0.0,0.05,725,FUT,NFO-FUT,NFO
197,13054466,50994,GLENMARK24MAYFUT,GLENMARK,0.0,2024-05-30,0.0,0.05,725,FUT,NFO-FUT,NFO
198,13400066,52344,GMRINFRA24APRFUT,GMRINFRA,0.0,2024-04-25,0.0,0.05,11250,FUT,NFO-FUT,NFO
199,13337858,52101,GMRINFRA24MARFUT,GMRINFRA,0.0,2024-03-28,0.0,0.05,11250,FUT,NFO-FUT,NFO
200,13054722,50995,GMRINFRA24MAYFUT,GMRINFRA,0.0,2024-05-30,0.0,0.05,11250,FUT,NFO-FUT,NFO
201,13400322,52345,GNFC24APRFUT,GNFC,0.0,2024-04-25,0.0,0.05,1300,FUT,NFO-FUT,NFO
202,13338114,52102,GNFC24MARFUT,GNFC,0.0,2024-03-28,0.0,0.05,1300,FUT,NFO-FUT,NFO
203,13054978,50996,GNFC24MAYFUT,GNFC,0.0,2024-05-30,0.0,0.05,1300,FUT,NFO-FUT,NFO
204,13400578,52346,GODREJCP24APRFUT,GODREJCP,0.0,2024-04-25,0.0,0.05,500,FUT,NFO-FUT,NFO
