,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
41,11712514,45752,NIFTY2440422100PE,NIFTY,0.0,2024-04-04,22100.0,0.05,50,PE,NFO-OPT,NFO
42,11713538,45756,NIFTY2440422150PE,NIFTY,0.0,2024-04-04,22150.0,0.05,50,PE,NFO-OPT,NFO
43,11714050,45758,NIFTY2440422200PE,NIFTY,0.0,2024-04-04,22200.0,0.05,50,PE,NFO-OPT,NFO
44,11715330,45763,NIFTY2440422250PE,NIFTY,0.0,2024-04-04,22250.0,0.05,50,PE,NFO-OPT,NFO
45,11715842,45765,NIFTY2440422300PE,NIFTY,0.0,2024-04-04,22300.0,0.05,50,PE,NFO-OPT,NFO
46,11716354,45767,NIFTY2440422350PE,NIFTY,0.0,2024-04-04,22350.0,0.05,50,PE,NFO-OPT,NFO
47,11719682,45780,NIFTY2440422400PE,NIFTY,0.0,2024-04-04,22400.0,0.05,50,PE,NFO-OPT,NFO
48,11722242,45790,NIFTY2440422450PE,NIFTY,0.0,2024-04-04,22450.0,0.05,50,PE,NFO-OPT,NFO
49,11724290,45798,NIFTY2440422500PE,NIFTY,0.0,2024-04-04,22500.0,0.05,50,PE,NFO-OPT,NFO
50,11726338,45806,NIFTY2440422550PE,NIFTY,0.0,2024-04-04,22550.0,0.05,50,PE,NFO-OPT,NFO
51,11726850,45808,NIFTY2440422600PE,NIFTY,0.0,2024-04-04,22600.0,0.05,50,PE,NFO-OPT,NFO
52,11727362,45810,NIFTY2440422650PE,NIFTY,0.0,2024-04-04,22650.0,0.05,50,PE,NFO-OPT,NFO
53,11727874,45812,NIFTY2440422700PE,NIFTY,0.0,2024-04-04,22700.0,0.05,50,PE,NFO-OPT,NFO
54,11728386,45814,NIFTY2440422750PE,NIFTY,0.0,2024-04-04,22750.0,0.05,50,PE,NFO-OPT,NFO
55,11728898,45816,NIFTY2440422800PE,NIFTY,0.0,2024-04-04,22800.0,0.05,50,PE,NFO-OPT,NFO
56,11729666,45819,NIFTY2440422850PE,NIFTY,0.0,2024-04-04,22850.0,0.05,50,PE,NFO-OPT,NFO
57,11731458,45826,NIFTY2440422900PE,NIFTY,0.0,2024-04-04,22900.0,0.05,50,PE,NFO-OPT,NFO
58,11731970,45828,NIFTY2440422950PE,NIFTY,0.0,2024-04-04,22950.0,0.05,50,PE,NFO-OPT,NFO
59,11732482,45830,NIFTY2440423000PE,NIFTY,0.0,2024-04-04,23000.0,0.05,50,PE,NFO-OPT,NFO
60,11734018,45836,NIFTY2440423050PE,NIFTY,0.0,2024-04-04,23050.0,0.05,50,PE,NFO-OPT,NFO
61,11735554,45842,NIFTY2440423100PE,NIFTY,0.0,2024-04-04,23100.0,0.05,50,PE,NFO-OPT,NFO
62,11736066,45844,NIFTY2440423150PE,NIFTY,0.0,2024-04-04,23150.0,0.05,50,PE,NFO-OPT,NFO
63,11736578,45846,NIFTY2440423200PE,NIFTY,0.0,2024-04-04,23200.0,0.05,50,PE,NFO-OPT,NFO
64,11737090,45848,NIFTY2440423250PE,NIFTY,0.0,2024-04-04,23250.0,0.05,50,PE,NFO-OPT,NFO
65,11737602,45850,NIFTY2440423300PE,NIFTY,0.0,2024-04-04,23300.0,0.05,50,PE,NFO-OPT,NFO
66,11738626,45854,NIFTY2440423350PE,NIFTY,0.0,2024-04-04,23350.0,0.05,50,PE,NFO-OPT,NFO
67,11740162,45860,NIFTY2440423400PE,NIFTY,0.0,2024-04-04,23400.0,0.05,50,PE,NFO-OPT,NFO
68,11744258,45876,NIFTY2440423450PE,NIFTY,0.0,2024-04-04,23450.0,0.05,50,PE,NFO-OPT,NFO
69,11744770,45878,NIFTY2440423500PE,NIFTY,0.0,2024-04-04,23500.0,0.05,50,PE,NFO-OPT,NFO
70,11745282,45880,NIFTY2440423550PE,NIFTY,0.0,2024-04-04,23550.0,0.05,50,PE,NFO-OPT,NFO
71,11746306,45884,NIFTY2440423600PE,NIFTY,0.0,2024-04-04,23600.0,0.05,50,PE,NFO-OPT,NFO
72,11747074,45887,NIFTY2440423650PE,NIFTY,0.0,2024-04-04,23650.0,0.05,50,PE,NFO-OPT,NFO
73,11747586,45889,NIFTY2440423700PE,NIFTY,0.0,2024-04-04,23700.0,0.05,50,PE,NFO-OPT,NFO
74,11748610,45893,NIFTY2440423750PE,NIFTY,0.0,2024-04-04,23750.0,0.05,50,PE,NFO-OPT,NFO
75,11749122,45895,NIFTY2440423800PE,NIFTY,0.0,2024-04-04,23800.0,0.05,50,PE,NFO-OPT,NFO
76,11750146,45899,NIFTY2440423850PE,NIFTY,0.0,2024-04-04,23850.0,0.05,50,PE,NFO-OPT,NFO
77,11751938,45906,NIFTY2440423900PE,NIFTY,0.0,2024-04-04,23900.0,0.05,50,PE,NFO-OPT,NFO
78,11752962,45910,NIFTY2440423950PE,NIFTY,0.0,2024-04-04,23950.0,0.05,50,PE,NFO-OPT,NFO
79,11756034,45922,NIFTY2440424000PE,NIFTY,0.0,2024-04-04,24000.0,0.05,50,PE,NFO-OPT,NFO
80,11757058,45926,NIFTY2440424050PE,NIFTY,0.0,2024-04-04,24050.0,0.05,50,PE,NFO-OPT,NFO
81,11757826,45929,NIFTY2440424100PE,NIFTY,0.0,2024-04-04,24100.0,0.05,50,PE,NFO-OPT,NFO
82,11758850,45933,NIFTY2440424150PE,NIFTY,0.0,2024-04-04,24150.0,0.05,50,PE,NFO-OPT,NFO
83,11759618,45936,NIFTY2440424200PE,NIFTY,0.0,2024-04-04,24200.0,0.05,50,PE,NFO-OPT,NFO
84,11760386,45939,NIFTY2440424250PE,NIFTY,0.0,2024-04-04,24250.0,0.05,50,PE,NFO-OPT,NFO
