,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
26,17216514,67252,NIFTY24MAR20500PE,NIFTY,0.0,2024-03-28,20500.0,0.05,50,PE,NFO-OPT,NFO
27,17217026,67254,NIFTY24MAR20550PE,NIFTY,0.0,2024-03-28,20550.0,0.05,50,PE,NFO-OPT,NFO
28,17217538,67256,NIFTY24MAR20600PE,NIFTY,0.0,2024-03-28,20600.0,0.05,50,PE,NFO-OPT,NFO
29,17218050,67258,NIFTY24MAR20650PE,NIFTY,0.0,2024-03-28,20650.0,0.05,50,PE,NFO-OPT,NFO
30,17218562,67260,NIFTY24MAR20700PE,NIFTY,0.0,2024-03-28,20700.0,0.05,50,PE,NFO-OPT,NFO
31,17219074,67262,NIFTY24MAR20750PE,NIFTY,0.0,2024-03-28,20750.0,0.05,50,PE,NFO-OPT,NFO
32,17219586,67264,NIFTY24MAR20800PE,NIFTY,0.0,2024-03-28,20800.0,0.05,50,PE,NFO-OPT,NFO
33,17220098,67266,NIFTY24MAR20850PE,NIFTY,0.0,2024-03-28,20850.0,0.05,50,PE,NFO-OPT,NFO
34,17220610,67268,NIFTY24MAR20900PE,NIFTY,0.0,2024-03-28,20900.0,0.05,50,PE,NFO-OPT,NFO
35,17221122,67270,NIFTY24MAR20950PE,NIFTY,0.0,2024-03-28,20950.0,0.05,50,PE,NFO-OPT,NFO
36,15444482,60330,NIFTY24MAR21000PE,NIFTY,0.0,2024-03-28,21000.0,0.05,50,PE,NFO-OPT,NFO
37,17221634,67272,NIFTY24MAR21050PE,NIFTY,0.0,2024-03-28,21050.0,0.05,50,PE,NFO-OPT,NFO
38,17222146,67274,NIFTY24MAR21100PE,NIFTY,0.0,2024-03-28,21100.0,0.05,50,PE,NFO-OPT,NFO
39,17222658,67276,NIFTY24MAR21150PE,NIFTY,0.0,2024-03-28,21150.0,0.05,50,PE,NFO-OPT,NFO
40,17223170,67278,NIFTY24MAR21200PE,NIFTY,0.0,2024-03-28,21200.0,0.05,50,PE,NFO-OPT,NFO
41,17223682,67280,NIFTY24MAR21250PE,NIFTY,0.0,2024-03-28,21250.0,0.05,50,PE,NFO-OPT,NFO
42,17224194,67282,NIFTY24MAR21300PE,NIFTY,0.0,2024-03-28,21300.0,0.05,50,PE,NFO-OPT,NFO
43,17224706,67284,NIFTY24MAR21350PE,NIFTY,0.0,2024-03-28,21350.0,0.05,50,PE,NFO-OPT,NFO
44,17225218,67286,NIFTY24MAR21400PE,NIFTY,0.0,2024-03-28,21400.0,0.05,50,PE,NFO-OPT,NFO
45,17225730,67288,NIFTY24MAR21450PE,NIFTY,0.0,2024-03-28,21450.0,0.05,50,PE,NFO-OPT,NFO
46,17226242,67290,NIFTY24MAR21500PE,NIFTY,0.0,2024-03-28,21500.0,0.05,50,PE,NFO-OPT,NFO
47,17226754,67292,NIFTY24MAR21550PE,NIFTY,0.0,2024-03-28,21550.0,0.05,50,PE,NFO-OPT,NFO
48,17227266,67294,NIFTY24MAR21600PE,NIFTY,0.0,2024-03-28,21600.0,0.05,50,PE,NFO-OPT,NFO
49,17227778,67296,NIFTY24MAR21650PE,NIFTY,0.0,2024-03-28,21650.0,0.05,50,PE,NFO-OPT,NFO
50,17228290,67298,NIFTY24MAR21700PE,NIFTY,0.0,2024-03-28,21700.0,0.05,50,PE,NFO-OPT,NFO
51,17228802,67300,NIFTY24MAR21750PE,NIFTY,0.0,2024-03-28,21750.0,0.05,50,PE,NFO-OPT,NFO
52,17229314,67302,NIFTY24MAR21800PE,NIFTY,0.0,2024-03-28,21800.0,0.05,50,PE,NFO-OPT,NFO
53,17229826,67304,NIFTY24MAR21850PE,NIFTY,0.0,2024-03-28,21850.0,0.05,50,PE,NFO-OPT,NFO
54,17230338,67306,NIFTY24MAR21900PE,NIFTY,0.0,2024-03-28,21900.0,0.05,50,PE,NFO-OPT,NFO
55,17230850,67308,NIFTY24MAR21950PE,NIFTY,0.0,2024-03-28,21950.0,0.05,50,PE,NFO-OPT,NFO
56,15444994,60332,NIFTY24MAR22000PE,NIFTY,0.0,2024-03-28,22000.0,0.05,50,PE,NFO-OPT,NFO
57,17231362,67310,NIFTY24MAR22050PE,NIFTY,0.0,2024-03-28,22050.0,0.05,50,PE,NFO-OPT,NFO
58,17231874,67312,NIFTY24MAR22100PE,NIFTY,0.0,2024-03-28,22100.0,0.05,50,PE,NFO-OPT,NFO
59,17232386,67314,NIFTY24MAR22150PE,NIFTY,0.0,2024-03-28,22150.0,0.05,50,PE,NFO-OPT,NFO
60,17232898,67316,NIFTY24MAR22200PE,NIFTY,0.0,2024-03-28,22200.0,0.05,50,PE,NFO-OPT,NFO
61,17233410,67318,NIFTY24MAR22250PE,NIFTY,0.0,2024-03-28,22250.0,0.05,50,PE,NFO-OPT,NFO
62,17273858,67476,NIFTY24MAR22300PE,NIFTY,0.0,2024-03-28,22300.0,0.05,50,PE,NFO-OPT,NFO
63,17297154,67567,NIFTY24MAR22350PE,NIFTY,0.0,2024-03-28,22350.0,0.05,50,PE,NFO-OPT,NFO
64,17297666,67569,NIFTY24MAR22400PE,NIFTY,0.0,2024-03-28,22400.0,0.05,50,PE,NFO-OPT,NFO
65,17298178,67571,NIFTY24MAR22450PE,NIFTY,0.0,2024-03-28,22450.0,0.05,50,PE,NFO-OPT,NFO
66,17298690,67573,NIFTY24MAR22500PE,NIFTY,0.0,2024-03-28,22500.0,0.05,50,PE,NFO-OPT,NFO
67,17299202,67575,NIFTY24MAR22550PE,NIFTY,0.0,2024-03-28,22550.0,0.05,50,PE,NFO-OPT,NFO
68,17299714,67577,NIFTY24MAR22600PE,NIFTY,0.0,2024-03-28,22600.0,0.05,50,PE,NFO-OPT,NFO
69,17300226,67579,NIFTY24MAR22650PE,NIFTY,0.0,2024-03-28,22650.0,0.05,50,PE,NFO-OPT,NFO
70,17300738,67581,NIFTY24MAR22700PE,NIFTY,0.0,2024-03-28,22700.0,0.05,50,PE,NFO-OPT,NFO
71,17301250,67583,NIFTY24MAR22750PE,NIFTY,0.0,2024-03-28,22750.0,0.05,50,PE,NFO-OPT,NFO
72,17301762,67585,NIFTY24MAR22800PE,NIFTY,0.0,2024-03-28,22800.0,0.05,50,PE,NFO-OPT,NFO
73,17302274,67587,NIFTY24MAR22850PE,NIFTY,0.0,2024-03-28,22850.0,0.05,50,PE,NFO-OPT,NFO
74,17302786,67589,NIFTY24MAR22900PE,NIFTY,0.0,2024-03-28,22900.0,0.05,50,PE,NFO-OPT,NFO
75,17303298,67591,NIFTY24MAR22950PE,NIFTY,0.0,2024-03-28,22950.0,0.05,50,PE,NFO-OPT,NFO
76,15446018,60336,NIFTY24MAR23000PE,NIFTY,0.0,2024-03-28,23000.0,0.05,50,PE,NFO-OPT,NFO
77,17305346,67599,NIFTY24MAR23050PE,NIFTY,0.0,2024-03-28,23050.0,0.05,50,PE,NFO-OPT,NFO
78,17305858,67601,NIFTY24MAR23100PE,NIFTY,0.0,2024-03-28,23100.0,0.05,50,PE,NFO-OPT,NFO
79,17306370,67603,NIFTY24MAR23150PE,NIFTY,0.0,2024-03-28,23150.0,0.05,50,PE,NFO-OPT,NFO
80,17307394,67607,NIFTY24MAR23200PE,NIFTY,0.0,2024-03-28,23200.0,0.05,50,PE,NFO-OPT,NFO
81,17308418,67611,NIFTY24MAR23250PE,NIFTY,0.0,2024-03-28,23250.0,0.05,50,PE,NFO-OPT,NFO
82,17310466,67619,NIFTY24MAR23300PE,NIFTY,0.0,2024-03-28,23300.0,0.05,50,PE,NFO-OPT,NFO
83,17311234,67622,NIFTY24MAR23350PE,NIFTY,0.0,2024-03-28,23350.0,0.05,50,PE,NFO-OPT,NFO
84,17313026,67629,NIFTY24MAR23400PE,NIFTY,0.0,2024-03-28,23400.0,0.05,50,PE,NFO-OPT,NFO
85,17313538,67631,NIFTY24MAR23450PE,NIFTY,0.0,2024-03-28,23450.0,0.05,50,PE,NFO-OPT,NFO
86,17314562,67635,NIFTY24MAR23500PE,NIFTY,0.0,2024-03-28,23500.0,0.05,50,PE,NFO-OPT,NFO
87,17315074,67637,NIFTY24MAR23550PE,NIFTY,0.0,2024-03-28,23550.0,0.05,50,PE,NFO-OPT,NFO
88,17315586,67639,NIFTY24MAR23600PE,NIFTY,0.0,2024-03-28,23600.0,0.05,50,PE,NFO-OPT,NFO
89,17316098,67641,NIFTY24MAR23650PE,NIFTY,0.0,2024-03-28,23650.0,0.05,50,PE,NFO-OPT,NFO
90,17316610,67643,NIFTY24MAR23700PE,NIFTY,0.0,2024-03-28,23700.0,0.05,50,PE,NFO-OPT,NFO
91,17317634,67647,NIFTY24MAR23750PE,NIFTY,0.0,2024-03-28,23750.0,0.05,50,PE,NFO-OPT,NFO
92,17318146,67649,NIFTY24MAR23800PE,NIFTY,0.0,2024-03-28,23800.0,0.05,50,PE,NFO-OPT,NFO
93,17318658,67651,NIFTY24MAR23850PE,NIFTY,0.0,2024-03-28,23850.0,0.05,50,PE,NFO-OPT,NFO
94,17319170,67653,NIFTY24MAR23900PE,NIFTY,0.0,2024-03-28,23900.0,0.05,50,PE,NFO-OPT,NFO
95,17320194,67657,NIFTY24MAR23950PE,NIFTY,0.0,2024-03-28,23950.0,0.05,50,PE,NFO-OPT,NFO
96,15447042,60340,NIFTY24MAR24000PE,NIFTY,0.0,2024-03-28,24000.0,0.05,50,PE,NFO-OPT,NFO
97,17321218,67661,NIFTY24MAR24050PE,NIFTY,0.0,2024-03-28,24050.0,0.05,50,PE,NFO-OPT,NFO
98,17321730,67663,NIFTY24MAR24100PE,NIFTY,0.0,2024-03-28,24100.0,0.05,50,PE,NFO-OPT,NFO
99,17322242,67665,NIFTY24MAR24150PE,NIFTY,0.0,2024-03-28,24150.0,0.05,50,PE,NFO-OPT,NFO
100,17322754,67667,NIFTY24MAR24200PE,NIFTY,0.0,2024-03-28,24200.0,0.05,50,PE,NFO-OPT,NFO
101,17323266,67669,NIFTY24MAR24250PE,NIFTY,0.0,2024-03-28,24250.0,0.05,50,PE,NFO-OPT,NFO
102,15448066,60344,NIFTY24MAR25000PE,NIFTY,0.0,2024-03-28,25000.0,0.05,50,PE,NFO-OPT,NFO
103,15449090,60348,NIFTY24MAR26000PE,NIFTY,0.0,2024-03-28,26000.0,0.05,50,PE,NFO-OPT,NFO
104,15450114,60352,NIFTY24MAR27000PE,NIFTY,0.0,2024-03-28,27000.0,0.05,50,PE,NFO-OPT,NFO
105,17383682,67905,NIFTY24APR19600PE,NIFTY,0.0,2024-04-25,19600.0,0.05,50,PE,NFO-OPT,NFO
106,17384194,67907,NIFTY24APR19650PE,NIFTY,0.0,2024-04-25,19650.0,0.05,50,PE,NFO-OPT,NFO
107,17387266,67919,NIFTY24APR19700PE,NIFTY,0.0,2024-04-25,19700.0,0.05,50,PE,NFO-OPT,NFO
108,17387778,67921,NIFTY24APR19750PE,NIFTY,0.0,2024-04-25,19750.0,0.05,50,PE,NFO-OPT,NFO
109,17388290,67923,NIFTY24APR19800PE,NIFTY,0.0,2024-04-25,19800.0,0.05,50,PE,NFO-OPT,NFO
110,17388802,67925,NIFTY24APR19850PE,NIFTY,0.0,2024-04-25,19850.0,0.05,50,PE,NFO-OPT,NFO
111,17389314,67927,NIFTY24APR19900PE,NIFTY,0.0,2024-04-25,19900.0,0.05,50,PE,NFO-OPT,NFO
112,17389826,67929,NIFTY24APR19950PE,NIFTY,0.0,2024-04-25,19950.0,0.05,50,PE,NFO-OPT,NFO
113,17390850,67933,NIFTY24APR20000PE,NIFTY,0.0,2024-04-25,20000.0,0.05,50,PE,NFO-OPT,NFO
114,17391362,67935,NIFTY24APR20050PE,NIFTY,0.0,2024-04-25,20050.0,0.05,50,PE,NFO-OPT,NFO
115,17391874,67937,NIFTY24APR20100PE,NIFTY,0.0,2024-04-25,20100.0,0.05,50,PE,NFO-OPT,NFO
116,17392386,67939,NIFTY24APR20150PE,NIFTY,0.0,2024-04-25,20150.0,0.05,50,PE,NFO-OPT,NFO
117,17393410,67943,NIFTY24APR20200PE,NIFTY,0.0,2024-04-25,20200.0,0.05,50,PE,NFO-OPT,NFO
118,17394434,67947,NIFTY24APR20250PE,NIFTY,0.0,2024-04-25,20250.0,0.05,50,PE,NFO-OPT,NFO
119,17394946,67949,NIFTY24APR20300PE,NIFTY,0.0,2024-04-25,20300.0,0.05,50,PE,NFO-OPT,NFO
120,17395458,67951,NIFTY24APR20350PE,NIFTY,0.0,2024-04-25,20350.0,0.05,50,PE,NFO-OPT,NFO
121,17395970,67953,NIFTY24APR20400PE,NIFTY,0.0,2024-04-25,20400.0,0.05,50,PE,NFO-OPT,NFO
122,17396482,67955,NIFTY24APR20450PE,NIFTY,0.0,2024-04-25,20450.0,0.05,50,PE,NFO-OPT,NFO
123,17396994,67957,NIFTY24APR20500PE,NIFTY,0.0,2024-04-25,20500.0,0.05,50,PE,NFO-OPT,NFO
124,17397762,67960,NIFTY24APR20550PE,NIFTY,0.0,2024-04-25,20550.0,0.05,50,PE,NFO-OPT,NFO
125,17398786,67964,NIFTY24APR20600PE,NIFTY,0.0,2024-04-25,20600.0,0.05,50,PE,NFO-OPT,NFO
126,17399810,67968,NIFTY24APR20650PE,NIFTY,0.0,2024-04-25,20650.0,0.05,50,PE,NFO-OPT,NFO
127,17401858,67976,NIFTY24APR20700PE,NIFTY,0.0,2024-04-25,20700.0,0.05,50,PE,NFO-OPT,NFO
128,17402882,67980,NIFTY24APR20750PE,NIFTY,0.0,2024-04-25,20750.0,0.05,50,PE,NFO-OPT,NFO
129,17403906,67984,NIFTY24APR20800PE,NIFTY,0.0,2024-04-25,20800.0,0.05,50,PE,NFO-OPT,NFO
130,17404418,67986,NIFTY24APR20850PE,NIFTY,0.0,2024-04-25,20850.0,0.05,50,PE,NFO-OPT,NFO
131,17405442,67990,NIFTY24APR20900PE,NIFTY,0.0,2024-04-25,20900.0,0.05,50,PE,NFO-OPT,NFO
132,17405954,67992,NIFTY24APR20950PE,NIFTY,0.0,2024-04-25,20950.0,0.05,50,PE,NFO-OPT,NFO
133,17406978,67996,NIFTY24APR21000PE,NIFTY,0.0,2024-04-25,21000.0,0.05,50,PE,NFO-OPT,NFO
134,17408002,68000,NIFTY24APR21050PE,NIFTY,0.0,2024-04-25,21050.0,0.05,50,PE,NFO-OPT,NFO
135,17409538,68006,NIFTY24APR21100PE,NIFTY,0.0,2024-04-25,21100.0,0.05,50,PE,NFO-OPT,NFO
136,17410562,68010,NIFTY24APR21150PE,NIFTY,0.0,2024-04-25,21150.0,0.05,50,PE,NFO-OPT,NFO
137,17411586,68014,NIFTY24APR21200PE,NIFTY,0.0,2024-04-25,21200.0,0.05,50,PE,NFO-OPT,NFO
138,17412610,68018,NIFTY24APR21250PE,NIFTY,0.0,2024-04-25,21250.0,0.05,50,PE,NFO-OPT,NFO
139,17414146,68024,NIFTY24APR21300PE,NIFTY,0.0,2024-04-25,21300.0,0.05,50,PE,NFO-OPT,NFO
140,17415170,68028,NIFTY24APR21350PE,NIFTY,0.0,2024-04-25,21350.0,0.05,50,PE,NFO-OPT,NFO
141,17415682,68030,NIFTY24APR21400PE,NIFTY,0.0,2024-04-25,21400.0,0.05,50,PE,NFO-OPT,NFO
142,17416194,68032,NIFTY24APR21450PE,NIFTY,0.0,2024-04-25,21450.0,0.05,50,PE,NFO-OPT,NFO
143,17417218,68036,NIFTY24APR21500PE,NIFTY,0.0,2024-04-25,21500.0,0.05,50,PE,NFO-OPT,NFO
144,17417730,68038,NIFTY24APR21550PE,NIFTY,0.0,2024-04-25,21550.0,0.05,50,PE,NFO-OPT,NFO
145,17418754,68042,NIFTY24APR21600PE,NIFTY,0.0,2024-04-25,21600.0,0.05,50,PE,NFO-OPT,NFO
146,17419778,68046,NIFTY24APR21650PE,NIFTY,0.0,2024-04-25,21650.0,0.05,50,PE,NFO-OPT,NFO
147,17420802,68050,NIFTY24APR21700PE,NIFTY,0.0,2024-04-25,21700.0,0.05,50,PE,NFO-OPT,NFO
148,17422082,68055,NIFTY24APR21750PE,NIFTY,0.0,2024-04-25,21750.0,0.05,50,PE,NFO-OPT,NFO
149,17422594,68057,NIFTY24APR21800PE,NIFTY,0.0,2024-04-25,21800.0,0.05,50,PE,NFO-OPT,NFO
150,17423106,68059,NIFTY24APR21850PE,NIFTY,0.0,2024-04-25,21850.0,0.05,50,PE,NFO-OPT,NFO
151,17429250,68083,NIFTY24APR21900PE,NIFTY,0.0,2024-04-25,21900.0,0.05,50,PE,NFO-OPT,NFO
152,17429762,68085,NIFTY24APR21950PE,NIFTY,0.0,2024-04-25,21950.0,0.05,50,PE,NFO-OPT,NFO
153,17430274,68087,NIFTY24APR22000PE,NIFTY,0.0,2024-04-25,22000.0,0.05,50,PE,NFO-OPT,NFO
154,17430786,68089,NIFTY24APR22050PE,NIFTY,0.0,2024-04-25,22050.0,0.05,50,PE,NFO-OPT,NFO
155,17431298,68091,NIFTY24APR22100PE,NIFTY,0.0,2024-04-25,22100.0,0.05,50,PE,NFO-OPT,NFO
156,17431810,68093,NIFTY24APR22150PE,NIFTY,0.0,2024-04-25,22150.0,0.05,50,PE,NFO-OPT,NFO
157,17432322,68095,NIFTY24APR22200PE,NIFTY,0.0,2024-04-25,22200.0,0.05,50,PE,NFO-OPT,NFO
158,17433346,68099,NIFTY24APR22250PE,NIFTY,0.0,2024-04-25,22250.0,0.05,50,PE,NFO-OPT,NFO
159,17434370,68103,NIFTY24APR22300PE,NIFTY,0.0,2024-04-25,22300.0,0.05,50,PE,NFO-OPT,NFO
160,17435394,68107,NIFTY24APR22350PE,NIFTY,0.0,2024-04-25,22350.0,0.05,50,PE,NFO-OPT,NFO
161,17435906,68109,NIFTY24APR22400PE,NIFTY,0.0,2024-04-25,22400.0,0.05,50,PE,NFO-OPT,NFO
162,17436930,68113,NIFTY24APR22450PE,NIFTY,0.0,2024-04-25,22450.0,0.05,50,PE,NFO-OPT,NFO
163,17437442,68115,NIFTY24APR22500PE,NIFTY,0.0,2024-04-25,22500.0,0.05,50,PE,NFO-OPT,NFO
164,17437954,68117,NIFTY24APR22550PE,NIFTY,0.0,2024-04-25,22550.0,0.05,50,PE,NFO-OPT,NFO
165,17438466,68119,NIFTY24APR22600PE,NIFTY,0.0,2024-04-25,22600.0,0.05,50,PE,NFO-OPT,NFO
166,17438978,68121,NIFTY24APR22650PE,NIFTY,0.0,2024-04-25,22650.0,0.05,50,PE,NFO-OPT,NFO
167,17439490,68123,NIFTY24APR22700PE,NIFTY,0.0,2024-04-25,22700.0,0.05,50,PE,NFO-OPT,NFO
168,17440002,68125,NIFTY24APR22750PE,NIFTY,0.0,2024-04-25,22750.0,0.05,50,PE,NFO-OPT,NFO
169,17440514,68127,NIFTY24APR22800PE,NIFTY,0.0,2024-04-25,22800.0,0.05,50,PE,NFO-OPT,NFO
170,17441026,68129,NIFTY24APR22850PE,NIFTY,0.0,2024-04-25,22850.0,0.05,50,PE,NFO-OPT,NFO
171,17441538,68131,NIFTY24APR22900PE,NIFTY,0.0,2024-04-25,22900.0,0.05,50,PE,NFO-OPT,NFO
172,17463810,68218,NIFTY24APR22950PE,NIFTY,0.0,2024-04-25,22950.0,0.05,50,PE,NFO-OPT,NFO
173,17464322,68220,NIFTY24APR23000PE,NIFTY,0.0,2024-04-25,23000.0,0.05,50,PE,NFO-OPT,NFO
174,17465858,68226,NIFTY24APR23050PE,NIFTY,0.0,2024-04-25,23050.0,0.05,50,PE,NFO-OPT,NFO
175,17471234,68247,NIFTY24APR23100PE,NIFTY,0.0,2024-04-25,23100.0,0.05,50,PE,NFO-OPT,NFO
176,17471746,68249,NIFTY24APR23150PE,NIFTY,0.0,2024-04-25,23150.0,0.05,50,PE,NFO-OPT,NFO
177,17472258,68251,NIFTY24APR23200PE,NIFTY,0.0,2024-04-25,23200.0,0.05,50,PE,NFO-OPT,NFO
178,17472770,68253,NIFTY24APR23250PE,NIFTY,0.0,2024-04-25,23250.0,0.05,50,PE,NFO-OPT,NFO
179,17474306,68259,NIFTY24APR23300PE,NIFTY,0.0,2024-04-25,23300.0,0.05,50,PE,NFO-OPT,NFO
180,17474818,68261,NIFTY24APR23350PE,NIFTY,0.0,2024-04-25,23350.0,0.05,50,PE,NFO-OPT,NFO
181,17475330,68263,NIFTY24APR23400PE,NIFTY,0.0,2024-04-25,23400.0,0.05,50,PE,NFO-OPT,NFO
182,17476354,68267,NIFTY24APR23450PE,NIFTY,0.0,2024-04-25,23450.0,0.05,50,PE,NFO-OPT,NFO
183,17477122,68270,NIFTY24APR23500PE,NIFTY,0.0,2024-04-25,23500.0,0.05,50,PE,NFO-OPT,NFO
184,17477634,68272,NIFTY24APR23550PE,NIFTY,0.0,2024-04-25,23550.0,0.05,50,PE,NFO-OPT,NFO
185,17479938,68281,NIFTY24APR23600PE,NIFTY,0.0,2024-04-25,23600.0,0.05,50,PE,NFO-OPT,NFO
186,17480450,68283,NIFTY24APR23650PE,NIFTY,0.0,2024-04-25,23650.0,0.05,50,PE,NFO-OPT,NFO
187,17481986,68289,NIFTY24APR23700PE,NIFTY,0.0,2024-04-25,23700.0,0.05,50,PE,NFO-OPT,NFO
188,17486082,68305,NIFTY24APR23750PE,NIFTY,0.0,2024-04-25,23750.0,0.05,50,PE,NFO-OPT,NFO
189,17486594,68307,NIFTY24APR23800PE,NIFTY,0.0,2024-04-25,23800.0,0.05,50,PE,NFO-OPT,NFO
190,17487106,68309,NIFTY24APR23850PE,NIFTY,0.0,2024-04-25,23850.0,0.05,50,PE,NFO-OPT,NFO
191,17496578,68346,NIFTY24APR23900PE,NIFTY,0.0,2024-04-25,23900.0,0.05,50,PE,NFO-OPT,NFO
192,17497090,68348,NIFTY24APR23950PE,NIFTY,0.0,2024-04-25,23950.0,0.05,50,PE,NFO-OPT,NFO
193,17497602,68350,NIFTY24APR24000PE,NIFTY,0.0,2024-04-25,24000.0,0.05,50,PE,NFO-OPT,NFO
194,17498114,68352,NIFTY24APR24050PE,NIFTY,0.0,2024-04-25,24050.0,0.05,50,PE,NFO-OPT,NFO
195,17499138,68356,NIFTY24APR24100PE,NIFTY,0.0,2024-04-25,24100.0,0.05,50,PE,NFO-OPT,NFO
196,17499650,68358,NIFTY24APR24150PE,NIFTY,0.0,2024-04-25,24150.0,0.05,50,PE,NFO-OPT,NFO
197,17501954,68367,NIFTY24APR24200PE,NIFTY,0.0,2024-04-25,24200.0,0.05,50,PE,NFO-OPT,NFO
198,17541122,68520,NIFTY24APR24250PE,NIFTY,0.0,2024-04-25,24250.0,0.05,50,PE,NFO-OPT,NFO
199,10848770,42378,NIFTY2440420050PE,NIFTY,0.0,2024-04-04,20050.0,0.05,50,PE,NFO-OPT,NFO
200,10904066,42594,NIFTY2440420100PE,NIFTY,0.0,2024-04-04,20100.0,0.05,50,PE,NFO-OPT,NFO
201,10905090,42598,NIFTY2440420150PE,NIFTY,0.0,2024-04-04,20150.0,0.05,50,PE,NFO-OPT,NFO
202,10906114,42602,NIFTY2440420200PE,NIFTY,0.0,2024-04-04,20200.0,0.05,50,PE,NFO-OPT,NFO
203,10906626,42604,NIFTY2440420250PE,NIFTY,0.0,2024-04-04,20250.0,0.05,50,PE,NFO-OPT,NFO
204,11526402,45025,NIFTY2440420300PE,NIFTY,0.0,2024-04-04,20300.0,0.05,50,PE,NFO-OPT,NFO
205,11526914,45027,NIFTY2440420350PE,NIFTY,0.0,2024-04-04,20350.0,0.05,50,PE,NFO-OPT,NFO
206,11527938,45031,NIFTY2440420400PE,NIFTY,0.0,2024-04-04,20400.0,0.05,50,PE,NFO-OPT,NFO
207,11677442,45615,NIFTY2440420450PE,NIFTY,0.0,2024-04-04,20450.0,0.05,50,PE,NFO-OPT,NFO
208,11677954,45617,NIFTY2440420500PE,NIFTY,0.0,2024-04-04,20500.0,0.05,50,PE,NFO-OPT,NFO
209,11678978,45621,NIFTY2440420550PE,NIFTY,0.0,2024-04-04,20550.0,0.05,50,PE,NFO-OPT,NFO
210,11681282,45630,NIFTY2440420600PE,NIFTY,0.0,2024-04-04,20600.0,0.05,50,PE,NFO-OPT,NFO
211,11683330,45638,NIFTY2440420650PE,NIFTY,0.0,2024-04-04,20650.0,0.05,50,PE,NFO-OPT,NFO
