,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
71,11745538,45881,NIFTY2440423600CE,NIFTY,0.0,2024-04-04,23600.0,0.05,50,CE,NFO-OPT,NFO
72,11746818,45886,NIFTY2440423650CE,NIFTY,0.0,2024-04-04,23650.0,0.05,50,CE,NFO-OPT,NFO
73,11747330,45888,NIFTY2440423700CE,NIFTY,0.0,2024-04-04,23700.0,0.05,50,CE,NFO-OPT,NFO
74,11748354,45892,NIFTY2440423750CE,NIFTY,0.0,2024-04-04,23750.0,0.05,50,CE,NFO-OPT,NFO
75,11748866,45894,NIFTY2440423800CE,NIFTY,0.0,2024-04-04,23800.0,0.05,50,CE,NFO-OPT,NFO
76,11749890,45898,NIFTY2440423850CE,NIFTY,0.0,2024-04-04,23850.0,0.05,50,CE,NFO-OPT,NFO
77,11751682,45905,NIFTY2440423900CE,NIFTY,0.0,2024-04-04,23900.0,0.05,50,CE,NFO-OPT,NFO
78,11752194,45907,NIFTY2440423950CE,NIFTY,0.0,2024-04-04,23950.0,0.05,50,CE,NFO-OPT,NFO
79,11754242,45915,NIFTY2440424000CE,NIFTY,0.0,2024-04-04,24000.0,0.05,50,CE,NFO-OPT,NFO
80,11756290,45923,NIFTY2440424050CE,NIFTY,0.0,2024-04-04,24050.0,0.05,50,CE,NFO-OPT,NFO
81,11757570,45928,NIFTY2440424100CE,NIFTY,0.0,2024-04-04,24100.0,0.05,50,CE,NFO-OPT,NFO
82,11758594,45932,NIFTY2440424150CE,NIFTY,0.0,2024-04-04,24150.0,0.05,50,CE,NFO-OPT,NFO
83,11759362,45935,NIFTY2440424200CE,NIFTY,0.0,2024-04-04,24200.0,0.05,50,CE,NFO-OPT,NFO
84,11760130,45938,NIFTY2440424250CE,NIFTY,0.0,2024-04-04,24250.0,0.05,50,CE,NFO-OPT,NFO
